date,ordinal,equity,cash,gross_exposure
2021-03-22,737871.0,100000.0,100000.0,0
2021-03-23,737872.0,100000.0,100000.0,0
2021-03-24,737873.0,100000.0,100000.0,0
2021-03-25,737874.0,100000.0,100000.0,0
2021-03-26,737875.0,100000.0,100000.0,0
2021-03-27,737876.0,100000.0,100000.0,0
2021-03-28,737877.0,100000.0,100000.0,0
2021-03-29,737878.0,100000.0,100000.0,0
2021-03-30,737879.0,100000.0,100000.0,0
2021-03-31,737880.0,100000.0,100000.0,0
2021-04-01,737881.0,100000.0,100000.0,0
2021-04-02,737882.0,100000.0,100000.0,0
2021-04-03,737883.0,100000.0,100000.0,0
2021-04-04,737884.0,100000.0,100000.0,0
2021-04-05,737885.0,100000.0,100000.0,0
2021-04-06,737886.0,100000.0,100000.0,0
2021-04-07,737887.0,100000.0,100000.0,0
2021-04-08,737888.0,100000.0,100000.0,0
2021-04-09,737889.0,100000.0,100000.0,0
2021-04-10,737890.0,100000.0,100000.0,0
2021-04-11,737891.0,100000.0,100000.0,0
2021-04-12,737892.0,100000.0,100000.0,0
2021-04-13,737893.0,100000.0,100000.0,0
2021-04-14,737894.0,100000.0,100000.0,0
2021-04-15,737895.0,100000.0,100000.0,0
2021-04-16,737896.0,100000.0,100000.0,0
2021-04-17,737897.0,100000.0,100000.0,0
2021-04-18,737898.0,100000.0,100000.0,0
2021-04-19,737899.0,100000.0,100000.0,0
2021-04-20,737900.0,100000.0,100000.0,0
2021-04-21,737901.0,100000.0,100000.0,0
2021-04-22,737902.0,100000.0,100000.0,0
2021-04-23,737903.0,100000.0,100000.0,0
2021-04-24,737904.0,100000.0,100000.0,0
2021-04-25,737905.0,100000.0,100000.0,0
2021-04-26,737906.0,100000.0,100000.0,0
2021-04-27,737907.0,100000.0,100000.0,0
2021-04-28,737908.0,100000.0,100000.0,0
2021-04-29,737909.0,100000.0,100000.0,0
2021-04-30,737910.0,100000.0,100000.0,0
2021-05-01,737911.0,100000.0,100000.0,0
2021-05-02,737912.0,100000.0,100000.0,0
2021-05-03,737913.0,100000.0,100000.0,0
2021-05-04,737914.0,100000.0,100000.0,0
2021-05-05,737915.0,100000.0,100000.0,0
2021-05-06,737916.0,100000.0,100000.0,0
2021-05-07,737917.0,100000.0,100000.0,0
2021-05-08,737918.0,100000.0,100000.0,0
2021-05-09,737919.0,100000.0,100000.0,0
2021-05-10,737920.0,100000.0,100000.0,0
2021-05-11,737921.0,100000.0,100000.0,0
2021-05-12,737922.0,100000.0,100000.0,0
2021-05-13,737923.0,100000.0,100000.0,0
2021-05-14,737924.0,100000.0,100000.0,0
2021-05-15,737925.0,100000.0,100000.0,0
2021-05-16,737926.0,100000.0,100000.0,0
2021-05-17,737927.0,100000.0,100000.0,0
2021-05-18,737928.0,100000.0,100000.0,0
2021-05-19,737929.0,100000.0,100000.0,0
2021-05-20,737930.0,100000.0,100000.0,0
2021-05-21,737931.0,100000.0,100000.0,0
2021-05-22,737932.0,100000.0,100000.0,0
2021-05-23,737933.0,100000.0,100000.0,0
2021-05-24,737934.0,100000.0,100000.0,0
2021-05-25,737935.0,100000.0,100000.0,0
2021-05-26,737936.0,100000.0,100000.0,0
2021-05-27,737937.0,100000.0,100000.0,0
2021-05-28,737938.0,100000.0,100000.0,0
2021-05-29,737939.0,100000.0,100000.0,0
2021-05-30,737940.0,100000.0,100000.0,0
2021-05-31,737941.0,100000.0,100000.0,0
2021-06-01,737942.0,100000.0,100000.0,0
2021-06-02,737943.0,100000.0,100000.0,0
2021-06-03,737944.0,100000.0,100000.0,0
2021-06-04,737945.0,100000.0,100000.0,0
2021-06-05,737946.0,100000.0,100000.0,0
2021-06-06,737947.0,100000.0,100000.0,0
2021-06-07,737948.0,100000.0,100000.0,0
2021-06-08,737949.0,100000.0,100000.0,0
2021-06-09,737950.0,100000.0,100000.0,0
2021-06-10,737951.0,100000.0,100000.0,0
2021-06-11,737952.0,100000.0,100000.0,0
2021-06-12,737953.0,100000.0,100000.0,0
2021-06-13,737954.0,100000.0,100000.0,0
2021-06-14,737955.0,100000.0,100000.0,0
2021-06-15,737956.0,100000.0,100000.0,0
2021-06-16,737957.0,100000.0,100000.0,0
2021-06-17,737958.0,100000.0,100000.0,0
2021-06-18,737959.0,100000.0,100000.0,0
2021-06-19,737960.0,100000.0,100000.0,0
2021-06-20,737961.0,100000.0,100000.0,0
2021-06-21,737962.0,100000.0,100000.0,0
2021-06-22,737963.0,100000.0,100000.0,0
2021-06-23,737964.0,100000.0,100000.0,0
2021-06-24,737965.0,100000.0,100000.0,0
2021-06-25,737966.0,100000.0,100000.0,0
2021-06-26,737967.0,100000.0,100000.0,0
2021-06-27,737968.0,100000.0,100000.0,0
2021-06-28,737969.0,100000.0,100000.0,0
2021-06-29,737970.0,100000.0,100000.0,0
2021-06-30,737971.0,100000.0,100000.0,0
2021-07-01,737972.0,100000.0,100000.0,0
2021-07-02,737973.0,100000.0,100000.0,0
2021-07-03,737974.0,100000.0,100000.0,0
2021-07-04,737975.0,100000.0,100000.0,0
2021-07-05,737976.0,100000.0,100000.0,0
2021-07-06,737977.0,100000.0,100000.0,0
2021-07-07,737978.0,100000.0,100000.0,0
2021-07-08,737979.0,100000.0,100000.0,0
2021-07-09,737980.0,100000.0,100000.0,0
2021-07-10,737981.0,100000.0,100000.0,0
2021-07-11,737982.0,100000.0,100000.0,0
2021-07-12,737983.0,100000.0,100000.0,0
2021-07-13,737984.0,100000.0,100000.0,0
2021-07-14,737985.0,100000.0,100000.0,0
2021-07-15,737986.0,100000.0,100000.0,0
2021-07-16,737987.0,100000.0,100000.0,0
2021-07-17,737988.0,100000.0,100000.0,0
2021-07-18,737989.0,100000.0,100000.0,0
2021-07-19,737990.0,100000.0,100000.0,0
2021-07-20,737991.0,100000.0,100000.0,0
2021-07-21,737992.0,100000.0,100000.0,0
2021-07-22,737993.0,100000.0,100000.0,0
2021-07-23,737994.0,100000.0,100000.0,0
2021-07-24,737995.0,100000.0,100000.0,0
2021-07-25,737996.0,100000.0,100000.0,0
2021-07-26,737997.0,100000.0,100000.0,0
2021-07-27,737998.0,100000.0,100000.0,0
2021-07-28,737999.0,100000.0,100000.0,0
2021-07-29,738000.0,100000.0,100000.0,0
2021-07-30,738001.0,100000.0,100000.0,0
2021-07-31,738002.0,100000.0,100000.0,0
2021-08-01,738003.0,100000.0,100000.0,0
2021-08-02,738004.0,100000.0,100000.0,0
2021-08-03,738005.0,100000.0,100000.0,0
2021-08-04,738006.0,100000.0,100000.0,0
2021-08-05,738007.0,100000.0,100000.0,0
2021-08-06,738008.0,100000.0,100000.0,0
2021-08-07,738009.0,100000.0,100000.0,0
2021-08-08,738010.0,100000.0,100000.0,0
2021-08-09,738011.0,100000.0,100000.0,0
2021-08-10,738012.0,100000.0,100000.0,0
2021-08-11,738013.0,100000.0,100000.0,0
2021-08-12,738014.0,100000.0,100000.0,0
2021-08-13,738015.0,100000.0,100000.0,0
2021-08-14,738016.0,100000.0,100000.0,0
2021-08-15,738017.0,100000.0,100000.0,0
2021-08-16,738018.0,100000.0,100000.0,0
2021-08-17,738019.0,100000.0,100000.0,0
2021-08-18,738020.0,100000.0,100000.0,0
2021-08-19,738021.0,100000.0,100000.0,0
2021-08-20,738022.0,100000.0,100000.0,0
2021-08-21,738023.0,100000.0,100000.0,0
2021-08-22,738024.0,100000.0,100000.0,0
2021-08-23,738025.0,100000.0,100000.0,0
2021-08-24,738026.0,100000.0,100000.0,0
2021-08-25,738027.0,100000.0,100000.0,0
2021-08-26,738028.0,100000.0,100000.0,0
2021-08-27,738029.0,100000.0,100000.0,0
2021-08-28,738030.0,100000.0,100000.0,0
2021-08-29,738031.0,100000.0,100000.0,0
2021-08-30,738032.0,100000.0,100000.0,0
2021-08-31,738033.0,100000.0,100000.0,0
2021-09-01,738034.0,100000.0,100000.0,0
2021-09-02,738035.0,100000.0,100000.0,0
2021-09-03,738036.0,100000.0,100000.0,0
2021-09-04,738037.0,100000.0,100000.0,0
2021-09-05,738038.0,100000.0,100000.0,0
2021-09-06,738039.0,100000.0,100000.0,0
2021-09-07,738040.0,100000.0,100000.0,0
2021-09-08,738041.0,100000.0,100000.0,0
2021-09-09,738042.0,100000.0,100000.0,0
2021-09-10,738043.0,100000.0,100000.0,0
2021-09-11,738044.0,100000.0,100000.0,0
2021-09-12,738045.0,100000.0,100000.0,0
2021-09-13,738046.0,100000.0,100000.0,0
2021-09-14,738047.0,100000.0,100000.0,0
2021-09-15,738048.0,100000.0,100000.0,0
2021-09-16,738049.0,100000.0,100000.0,0
2021-09-17,738050.0,100000.0,100000.0,0
2021-09-18,738051.0,100000.0,100000.0,0
2021-09-19,738052.0,100000.0,100000.0,0
2021-09-20,738053.0,100000.0,100000.0,0
2021-09-21,738054.0,100000.0,100000.0,0
2021-09-22,738055.0,100000.0,100000.0,0
2021-09-23,738056.0,100000.0,100000.0,0
2021-09-24,738057.0,100000.0,100000.0,0
2021-09-25,738058.0,100000.0,100000.0,0
2021-09-26,738059.0,100000.0,100000.0,0
2021-09-27,738060.0,100000.0,100000.0,0
2021-09-28,738061.0,100000.0,100000.0,0
2021-09-29,738062.0,100000.0,100000.0,0
2021-09-30,738063.0,100000.0,100000.0,0
2021-10-01,738064.0,100000.0,100000.0,0
2021-10-02,738065.0,100000.0,100000.0,0
2021-10-03,738066.0,100000.0,100000.0,0
2021-10-04,738067.0,100000.0,100000.0,0
2021-10-05,738068.0,100000.0,100000.0,0
2021-10-06,738069.0,100000.0,100000.0,0
2021-10-07,738070.0,100000.0,100000.0,0
2021-10-08,738071.0,100000.0,100000.0,0
2021-10-09,738072.0,100000.0,100000.0,0
2021-10-10,738073.0,100000.0,100000.0,0
2021-10-11,738074.0,100000.0,100000.0,0
2021-10-12,738075.0,100000.0,100000.0,0
2021-10-13,738076.0,100000.0,100000.0,0
2021-10-14,738077.0,100000.0,100000.0,0
2021-10-15,738078.0,100000.0,100000.0,0
2021-10-16,738079.0,100000.0,100000.0,0
2021-10-17,738080.0,100000.0,100000.0,0
2021-10-18,738081.0,100000.0,100000.0,0
2021-10-19,738082.0,100000.0,100000.0,0
2021-10-20,738083.0,100000.0,100000.0,0
2021-10-21,738084.0,100000.0,100000.0,0
2021-10-22,738085.0,100000.0,100000.0,0
2021-10-23,738086.0,100000.0,100000.0,0
2021-10-24,738087.0,100000.0,100000.0,0
2021-10-25,738088.0,100000.0,100000.0,0
2021-10-26,738089.0,100000.0,100000.0,0
2021-10-27,738090.0,100000.0,100000.0,0
2021-10-28,738091.0,100000.0,100000.0,0
2021-10-29,738092.0,100000.0,100000.0,0
2021-10-30,738093.0,100000.0,100000.0,0
2021-10-31,738094.0,100000.0,100000.0,0
2021-11-01,738095.0,100000.0,100000.0,0
2021-11-02,738096.0,100000.0,100000.0,0
2021-11-03,738097.0,100000.0,100000.0,0
2021-11-04,738098.0,100000.0,100000.0,0
2021-11-05,738099.0,100000.0,100000.0,0
2021-11-06,738100.0,100000.0,100000.0,0
2021-11-07,738101.0,100000.0,100000.0,0
2021-11-08,738102.0,100000.0,100000.0,0
2021-11-09,738103.0,100000.0,100000.0,0
2021-11-10,738104.0,100000.0,100000.0,0
2021-11-11,738105.0,100000.0,100000.0,0
2021-11-12,738106.0,100000.0,100000.0,0
2021-11-13,738107.0,100000.0,100000.0,0
2021-11-14,738108.0,100000.0,100000.0,0
2021-11-15,738109.0,100000.0,100000.0,0
2021-11-16,738110.0,100000.0,100000.0,0
2021-11-17,738111.0,100000.0,100000.0,0
2021-11-18,738112.0,100000.0,100000.0,0
2021-11-19,738113.0,100000.0,100000.0,0
2021-11-20,738114.0,100000.0,100000.0,0
2021-11-21,738115.0,100000.0,100000.0,0
2021-11-22,738116.0,100000.0,100000.0,0
2021-11-23,738117.0,100000.0,100000.0,0
2021-11-24,738118.0,100000.0,100000.0,0
2021-11-25,738119.0,100000.0,100000.0,0
2021-11-26,738120.0,100000.0,100000.0,0
2021-11-27,738121.0,100000.0,100000.0,0
2021-11-28,738122.0,100000.0,100000.0,0
2021-11-29,738123.0,100000.0,100000.0,0
2021-11-30,738124.0,100000.0,100000.0,0
2021-12-01,738125.0,100000.0,100000.0,0
2021-12-02,738126.0,100000.0,100000.0,0
2021-12-03,738127.0,100000.0,100000.0,0
2021-12-04,738128.0,100000.0,100000.0,0
2021-12-05,738129.0,100000.0,100000.0,0
2021-12-06,738130.0,100000.0,100000.0,0
2021-12-07,738131.0,100000.0,100000.0,0
2021-12-08,738132.0,100000.0,100000.0,0
2021-12-09,738133.0,100000.0,100000.0,0
2021-12-10,738134.0,100000.0,100000.0,0
2021-12-11,738135.0,100000.0,100000.0,0
2021-12-12,738136.0,100000.0,100000.0,0
2021-12-13,738137.0,100000.0,100000.0,0
2021-12-14,738138.0,100000.0,100000.0,0
2021-12-15,738139.0,100000.0,100000.0,0
2021-12-16,738140.0,100000.0,100000.0,0
2021-12-17,738141.0,100000.0,100000.0,0
2021-12-18,738142.0,100000.0,100000.0,0
2021-12-19,738143.0,100000.0,100000.0,0
2021-12-20,738144.0,100000.0,100000.0,0
2021-12-21,738145.0,100000.0,100000.0,0
2021-12-22,738146.0,100000.0,100000.0,0
2021-12-23,738147.0,100000.0,100000.0,0
2021-12-24,738148.0,100000.0,100000.0,0
2021-12-25,738149.0,100000.0,100000.0,0
2021-12-26,738150.0,100000.0,100000.0,0
2021-12-27,738151.0,100000.0,100000.0,0
2021-12-28,738152.0,100000.0,100000.0,0
2021-12-29,738153.0,100000.0,100000.0,0
2021-12-30,738154.0,100000.0,100000.0,0
2021-12-31,738155.0,100000.0,100000.0,0
2022-01-01,738156.0,100000.0,100000.0,0
2022-01-02,738157.0,100000.0,100000.0,0
2022-01-03,738158.0,100000.0,100000.0,0
2022-01-04,738159.0,100000.0,100000.0,0
2022-01-05,738160.0,100000.0,100000.0,0
2022-01-06,738161.0,100000.0,100000.0,0
2022-01-07,738162.0,100000.0,100000.0,0
2022-01-08,738163.0,100000.0,100000.0,0
2022-01-09,738164.0,100000.0,100000.0,0
2022-01-10,738165.0,100000.0,100000.0,0
2022-01-11,738166.0,100000.0,100000.0,0
2022-01-12,738167.0,100000.0,100000.0,0
2022-01-13,738168.0,100000.0,100000.0,0
2022-01-14,738169.0,100000.0,100000.0,0
2022-01-15,738170.0,100000.0,100000.0,0
2022-01-16,738171.0,100000.0,100000.0,0
2022-01-17,738172.0,100000.0,100000.0,0
2022-01-18,738173.0,100000.0,100000.0,0
2022-01-19,738174.0,100000.0,100000.0,0
2022-01-20,738175.0,100000.0,100000.0,0
2022-01-21,738176.0,100000.0,100000.0,0
2022-01-22,738177.0,100000.0,100000.0,0
2022-01-23,738178.0,100000.0,100000.0,0
2022-01-24,738179.0,100000.0,100000.0,0
2022-01-25,738180.0,100000.0,100000.0,0
2022-01-26,738181.0,100000.0,100000.0,0
2022-01-27,738182.0,100000.0,100000.0,0
2022-01-28,738183.0,100000.0,100000.0,0
2022-01-29,738184.0,100000.0,100000.0,0
2022-01-30,738185.0,100000.0,100000.0,0
2022-01-31,738186.0,100000.0,100000.0,0
2022-02-01,738187.0,100000.0,100000.0,0
2022-02-02,738188.0,100000.0,100000.0,0
2022-02-03,738189.0,100000.0,100000.0,0
2022-02-04,738190.0,100000.0,100000.0,0
2022-02-05,738191.0,100000.0,100000.0,0
2022-02-06,738192.0,100000.0,100000.0,0
2022-02-07,738193.0,100000.0,100000.0,0
2022-02-08,738194.0,100000.0,100000.0,0
2022-02-09,738195.0,100000.0,100000.0,0
2022-02-10,738196.0,100000.0,100000.0,0
2022-02-11,738197.0,100000.0,100000.0,0
2022-02-12,738198.0,100000.0,100000.0,0
2022-02-13,738199.0,100000.0,100000.0,0
2022-02-14,738200.0,100000.0,100000.0,0
2022-02-15,738201.0,100000.0,100000.0,0
2022-02-16,738202.0,100000.0,100000.0,0
2022-02-17,738203.0,100000.0,100000.0,0
2022-02-18,738204.0,100000.0,100000.0,0
2022-02-19,738205.0,100000.0,100000.0,0
2022-02-20,738206.0,100000.0,100000.0,0
2022-02-21,738207.0,100000.0,100000.0,0
2022-02-22,738208.0,100000.0,100000.0,0
2022-02-23,738209.0,100000.0,100000.0,0
2022-02-24,738210.0,100000.0,100000.0,0
2022-02-25,738211.0,100000.0,100000.0,0
2022-02-26,738212.0,100000.0,100000.0,0
2022-02-27,738213.0,100000.0,100000.0,0
2022-02-28,738214.0,100000.0,100000.0,0
2022-03-01,738215.0,100000.0,100000.0,0
2022-03-02,738216.0,100000.0,100000.0,0
2022-03-03,738217.0,100000.0,100000.0,0
2022-03-04,738218.0,100000.0,100000.0,0
2022-03-05,738219.0,100000.0,100000.0,0
2022-03-06,738220.0,100000.0,100000.0,0
2022-03-07,738221.0,100000.0,100000.0,0
2022-03-08,738222.0,100000.0,100000.0,0
2022-03-09,738223.0,100000.0,100000.0,0
2022-03-10,738224.0,100000.0,100000.0,0
2022-03-11,738225.0,100000.0,100000.0,0
2022-03-12,738226.0,100000.0,100000.0,0
2022-03-13,738227.0,100000.0,100000.0,0
2022-03-14,738228.0,100000.0,100000.0,0
2022-03-15,738229.0,100000.0,100000.0,0
2022-03-16,738230.0,100000.0,100000.0,0
2022-03-17,738231.0,100000.0,100000.0,0
2022-03-18,738232.0,100000.0,100000.0,0
2022-03-19,738233.0,100000.0,100000.0,0
2022-03-20,738234.0,100000.0,100000.0,0
2022-03-21,738235.0,100000.0,100000.0,0
2022-03-22,738236.0,100000.0,100000.0,0
2022-03-23,738237.0,100000.0,100000.0,0
2022-03-24,738238.0,100000.0,100000.0,0
2022-03-25,738239.0,99980.18194199723,94735.26915487886,5244.912787118372
2022-03-26,738240.0,100052.6470667356,94735.26915487886,5317.377911856744
2022-03-27,738241.0,100307.35707704442,94735.26915487886,5572.087922165558
2022-03-28,738242.0,100398.8323059875,96172.5059490752,4226.3263569123
2022-03-29,738243.0,100484.54015329968,96172.5059490752,4312.034204224477
2022-03-30,738244.0,100465.87438155185,96172.5059490752,4293.3684324766555
2022-03-31,738245.0,100122.43561038218,89321.15577095088,10801.279839431303
2022-04-01,738246.0,100633.75463701051,89321.15577095088,11312.59886605963
2022-04-02,738247.0,100456.68918179414,89321.15577095088,11135.533410843258
2022-04-03,738248.0,100760.13477636066,89321.15577095088,11438.979005409781
2022-04-04,738249.0,100713.72972229977,89321.15577095088,11392.573951348897
2022-04-05,738250.0,100526.1636166326,89321.15577095088,11205.007845681725
2022-04-06,738251.0,99842.90553525083,89321.15577095088,10521.749764299953
2022-04-07,738252.0,100163.47563779575,89321.15577095088,10842.31986684487
2022-04-08,738253.0,99894.86121271482,89321.15577095088,10573.705441763945
2022-04-09,738254.0,100057.73828438274,89321.15577095088,10736.582513431855
2022-04-10,738255.0,99855.72787861114,89321.15577095088,10534.57210766026
2022-04-11,738256.0,99644.27334767014,99644.27334767014,0
2022-04-12,738257.0,99644.27334767014,99644.27334767014,0
2022-04-13,738258.0,99644.27334767014,99644.27334767014,0
2022-04-14,738259.0,99644.27334767014,99644.27334767014,0
2022-04-15,738260.0,99644.27334767014,99644.27334767014,0
2022-04-16,738261.0,99644.27334767014,99644.27334767014,0
2022-04-17,738262.0,99644.27334767014,99644.27334767014,0
2022-04-18,738263.0,99644.27334767014,99644.27334767014,0
2022-04-19,738264.0,99644.27334767014,99644.27334767014,0
2022-04-20,738265.0,99644.27334767014,99644.27334767014,0
2022-04-21,738266.0,99644.27334767014,99644.27334767014,0
2022-04-22,738267.0,99644.27334767014,99644.27334767014,0
2022-04-23,738268.0,99644.27334767014,99644.27334767014,0
2022-04-24,738269.0,99644.27334767014,99644.27334767014,0
2022-04-25,738270.0,99644.27334767014,99644.27334767014,0
2022-04-26,738271.0,99644.27334767014,99644.27334767014,0
2022-04-27,738272.0,99644.27334767014,99644.27334767014,0
2022-04-28,738273.0,99644.27334767014,99644.27334767014,0
2022-04-29,738274.0,99644.27334767014,99644.27334767014,0
2022-04-30,738275.0,99644.27334767014,99644.27334767014,0
2022-05-01,738276.0,99644.27334767014,99644.27334767014,0
2022-05-02,738277.0,99644.27334767014,99644.27334767014,0
2022-05-03,738278.0,99644.27334767014,99644.27334767014,0
2022-05-04,738279.0,99644.27334767014,99644.27334767014,0
2022-05-05,738280.0,99644.27334767014,99644.27334767014,0
2022-05-06,738281.0,99644.27334767014,99644.27334767014,0
2022-05-07,738282.0,99644.27334767014,99644.27334767014,0
2022-05-08,738283.0,99644.27334767014,99644.27334767014,0
2022-05-09,738284.0,99644.27334767014,99644.27334767014,0
2022-05-10,738285.0,99644.27334767014,99644.27334767014,0
2022-05-11,738286.0,99644.27334767014,99644.27334767014,0
2022-05-12,738287.0,99644.27334767014,99644.27334767014,0
2022-05-13,738288.0,99644.27334767014,99644.27334767014,0
2022-05-14,738289.0,99644.27334767014,99644.27334767014,0
2022-05-15,738290.0,99644.27334767014,99644.27334767014,0
2022-05-16,738291.0,99644.27334767014,99644.27334767014,0
2022-05-17,738292.0,99644.27334767014,99644.27334767014,0
2022-05-18,738293.0,99644.27334767014,99644.27334767014,0
2022-05-19,738294.0,99644.27334767014,99644.27334767014,0
2022-05-20,738295.0,99644.27334767014,99644.27334767014,0
2022-05-21,738296.0,99644.27334767014,99644.27334767014,0
2022-05-22,738297.0,99644.27334767014,99644.27334767014,0
2022-05-23,738298.0,99644.27334767014,99644.27334767014,0
2022-05-24,738299.0,99644.27334767014,99644.27334767014,0
2022-05-25,738300.0,99644.27334767014,99644.27334767014,0
2022-05-26,738301.0,99644.27334767014,99644.27334767014,0
2022-05-27,738302.0,99644.27334767014,99644.27334767014,0
2022-05-28,738303.0,99644.27334767014,99644.27334767014,0
2022-05-29,738304.0,99644.27334767014,99644.27334767014,0
2022-05-30,738305.0,99644.27334767014,99644.27334767014,0
2022-05-31,738306.0,99644.27334767014,99644.27334767014,0
2022-06-01,738307.0,99644.27334767014,99644.27334767014,0
2022-06-02,738308.0,99644.27334767014,99644.27334767014,0
2022-06-03,738309.0,99644.27334767014,99644.27334767014,0
2022-06-04,738310.0,99644.27334767014,99644.27334767014,0
2022-06-05,738311.0,99644.27334767014,99644.27334767014,0
2022-06-06,738312.0,99644.27334767014,99644.27334767014,0
2022-06-07,738313.0,99644.27334767014,99644.27334767014,0
2022-06-08,738314.0,99644.27334767014,99644.27334767014,0
2022-06-09,738315.0,99644.27334767014,99644.27334767014,0
2022-06-10,738316.0,99644.27334767014,99644.27334767014,0
2022-06-11,738317.0,99644.27334767014,99644.27334767014,0
2022-06-12,738318.0,99644.27334767014,99644.27334767014,0
2022-06-13,738319.0,99644.27334767014,99644.27334767014,0
2022-06-14,738320.0,99644.27334767014,99644.27334767014,0
2022-06-15,738321.0,99644.27334767014,99644.27334767014,0
2022-06-16,738322.0,99644.27334767014,99644.27334767014,0
2022-06-17,738323.0,99644.27334767014,99644.27334767014,0
2022-06-18,738324.0,99644.27334767014,99644.27334767014,0
2022-06-19,738325.0,99644.27334767014,99644.27334767014,0
2022-06-20,738326.0,99644.27334767014,99644.27334767014,0
2022-06-21,738327.0,99644.27334767014,99644.27334767014,0
2022-06-22,738328.0,99644.27334767014,99644.27334767014,0
2022-06-23,738329.0,99644.27334767014,99644.27334767014,0
2022-06-24,738330.0,99644.27334767014,99644.27334767014,0
2022-06-25,738331.0,99644.27334767014,99644.27334767014,0
2022-06-26,738332.0,99644.27334767014,99644.27334767014,0
2022-06-27,738333.0,99644.27334767014,99644.27334767014,0
2022-06-28,738334.0,99644.27334767014,99644.27334767014,0
2022-06-29,738335.0,99644.27334767014,99644.27334767014,0
2022-06-30,738336.0,99644.27334767014,99644.27334767014,0
2022-07-01,738337.0,99644.27334767014,99644.27334767014,0
2022-07-02,738338.0,99644.27334767014,99644.27334767014,0
2022-07-03,738339.0,99644.27334767014,99644.27334767014,0
2022-07-04,738340.0,99644.27334767014,99644.27334767014,0
2022-07-05,738341.0,99644.27334767014,99644.27334767014,0
